state_po,county,2000vs2016,2000vs2004,2000vs2008,2000vs2012,2004vs2008,2004vs2012,2004vs2016,2008vs2012,2008vs2016,20012vs2016
GA,Macon,0.001726953,0.052628854,-0.035309362,-0.074983905,-0.087938216,-0.127612759,-0.050901901,-0.039674543,0.037036315,0.076710858
GA,Madison,0.15890567,0.074873038,0.057057328,0.129897759,-0.01781571,0.055024721,0.084032632,0.072840431,0.101848342,0.029007911
GA,Marion,0.128079105,0.03994312,0.02878296,0.007397361,-0.01116016,-0.032545759,0.088135985,-0.021385599,0.099296145,0.120681744
GA,Meriwether,0.195432084,0.126647916,0.095984078,0.098256914,-0.030663838,-0.028391002,0.068784168,0.002272836,0.099448006,0.09717517
GA,Miller,0.23517186,0.129206293,0.131557919,0.116203646,0.002351626,-0.013002647,0.105965567,-0.015354273,0.103613941,0.118968214
GA,Mitchell,0.130958471,0.10345667,0.071729519,0.040154877,-0.031727151,-0.063301793,0.027501801,-0.031574642,0.059228952,0.090803594
GA,Monroe,0.186324764,0.109581473,0.087121079,0.144377817,-0.022460394,0.034796344,0.076743291,0.057256738,0.099203685,0.041946947
GA,Montgomery,0.329636018,0.180644,0.230990607,0.218334976,0.050346607,0.037690976,0.148992018,-0.012655631,0.098645411,0.111301042
GA,Morgan,0.193295095,0.140848439,0.098575906,0.162411294,-0.042272533,0.021562855,0.052446656,0.063835388,0.094719189,0.030883801
GA,Murray,0.344565883,0.112345593,0.111802564,0.185058814,-0.000543029,0.072713221,0.23222029,0.07325625,0.232763319,0.159507069
GA,Muscogee,-0.096137137,0.058829317,-0.106618562,-0.122977305,-0.165447879,-0.181806622,-0.154966454,-0.016358743,0.010481425,0.026840168
GA,Newton,-0.264177914,0.004592276,-0.252587655,-0.260861825,-0.257179931,-0.265454101,-0.26877019,-0.00827417,-0.011590259,-0.003316089
GA,Oconee,-0.007100712,0.061397736,0.029410918,0.090606362,-0.031986818,0.029208626,-0.068498448,0.061195444,-0.03651163,-0.097707074
GA,Oglethorpe,0.147943944,0.047179358,0.025876496,0.101853466,-0.021302862,0.054674108,0.100764586,0.07597697,0.122067448,0.046090478
GA,Paulding,-0.007394847,0.111504791,-0.032472315,0.018023988,-0.143977106,-0.093480803,-0.118899638,0.050496303,0.025077468,-0.025418835
GA,Peach,0.031212587,0.071499033,-0.065430744,-0.07266382,-0.136929777,-0.144162853,-0.040286446,-0.007233076,0.096643331,0.103876407
GA,Pickens,0.323299923,0.167953614,0.213774799,0.310338124,0.045821185,0.14238451,0.155346309,0.096563325,0.109525124,0.012961799
GA,Pierce,0.300962917,0.144286412,0.187873189,0.22608583,0.043586777,0.081799418,0.156676505,0.038212641,0.113089728,0.074877087
GA,Pike,0.293876759,0.148793866,0.207962087,0.256916983,0.059168221,0.108123117,0.145082893,0.048954896,0.085914672,0.036959776
GA,Polk,0.402209621,0.20011935,0.239909539,0.284403042,0.039790189,0.084283692,0.202090271,0.044493503,0.162300082,0.117806579
GA,Pulaski,0.210768401,0.099619963,0.138499757,0.173703803,0.038879794,0.07408384,0.111148438,0.035204046,0.072268644,0.037064598
GA,Putnam,0.242815082,0.128476969,0.157407155,0.200431876,0.028930186,0.071954907,0.114338113,0.043024721,0.085407927,0.042383206
GA,Quitman,0.323797173,0.075741666,0.135607156,0.124176239,0.05986549,0.048434573,0.248055507,-0.011430917,0.188190017,0.199620934
GA,Rabun,0.292369298,0.098765675,0.145132888,0.248494709,0.046367213,0.149729034,0.193603623,0.103361821,0.14723641,0.043874589
GA,Randolph,-0.032221417,0.016906916,-0.063436343,-0.08260245,-0.080343259,-0.099509366,-0.049128333,-0.019166107,0.031214926,0.050381033
GA,Richmond,-0.219464656,-0.034064321,-0.215351925,-0.235051404,-0.181287604,-0.200987083,-0.185400335,-0.019699479,-0.004112731,0.015586748
GA,Rockdale,-0.548049286,-0.07418098,-0.385477898,-0.455473028,-0.311296918,-0.381292048,-0.473868306,-0.06999513,-0.162571388,-0.092576258
GA,Schley,0.351843042,0.182319595,0.235580423,0.270221362,0.053260828,0.087901767,0.169523447,0.034640939,0.116262619,0.08162168
GA,Screven,0.127537697,0.091141036,0.013249253,0.03578304,-0.077891783,-0.055357996,0.036396661,0.022533787,0.114288444,0.091754657
GA,Seminole,0.244326181,0.135641425,0.086055034,0.125643375,-0.049586391,-0.00999805,0.108684756,0.039588341,0.158271147,0.118682806
GA,Spalding,0.021162845,0.062159438,-0.035663254,-0.0236906,-0.097822692,-0.085850038,-0.040996593,0.011972654,0.056826099,0.044853445
GA,Stephens,0.297333393,0.135156199,0.175308188,0.237311082,0.040151989,0.102154883,0.162177194,0.062002894,0.122025205,0.060022311
GA,Stewart,0.100344364,0.094696482,0.054987272,0.024548231,-0.03970921,-0.070148251,0.005647882,-0.030439041,0.045357092,0.075796133
GA,Sumter,-0.032443715,0.000953942,-0.070446368,-0.094479481,-0.07140031,-0.095433423,-0.033397657,-0.024033113,0.038002653,0.062035766
GA,Talbot,0.074886807,0.076165571,0.034543766,0.018695135,-0.041621805,-0.057470436,-0.001278764,-0.015848631,0.040343041,0.056191672
GA,Taliaferro,0.124041945,0.051275732,0.03547737,0.017522117,-0.015798362,-0.033753615,0.072766213,-0.017955253,0.088564575,0.106519828
GA,Tattnall,0.203446846,0.152800625,0.12547554,0.130063336,-0.027325085,-0.022737289,0.050646221,0.004587796,0.077971306,0.07338351
GA,Taylor,0.199452832,0.108380518,0.109462148,0.080375451,0.00108163,-0.028005067,0.091072314,-0.029086697,0.089990684,0.119077381
GA,Telfair,0.323573913,0.177955381,0.166709276,0.179721528,-0.011246105,0.001766147,0.145618532,0.013012252,0.156864637,0.143852385
GA,Terrell,-0.068118457,0.001640105,-0.112661825,-0.135738334,-0.11430193,-0.137378439,-0.069758562,-0.023076509,0.044543368,0.067619877
GA,Thomas,0.032294916,0.048151757,-0.026725625,-0.000196769,-0.074877382,-0.048348526,-0.015856841,0.026528856,0.059020541,0.032491685
GA,Tift,0.065153539,0.076635864,0.025243616,0.021751983,-0.051392248,-0.054883881,-0.011482325,-0.003491633,0.039909923,0.043401556
GA,Toombs,0.212289629,0.15602216,0.125540554,0.148567735,-0.030481606,-0.007454425,0.056267469,0.023027181,0.086749075,0.063721894
GA,Towns,0.304067386,0.140602104,0.19261351,0.267224572,0.052011406,0.126622468,0.163465282,0.074611062,0.111453876,0.036842814
GA,Treutlen,0.257126806,0.138633109,0.148481505,0.116957162,0.009848396,-0.021675947,0.118493697,-0.031524343,0.108645301,0.140169644
GA,Troup,-0.039464273,0.028390364,-0.081027588,-0.092419685,-0.109417952,-0.120810049,-0.067854637,-0.011392097,0.041563315,0.052955412
GA,Turner,0.21361507,0.193491945,0.1520538,0.109308717,-0.041438145,-0.084183228,0.020123125,-0.042745083,0.06156127,0.104306353
GA,Twiggs,0.128353877,0.087844178,0.042880759,0.026199012,-0.044963419,-0.061645166,0.040509699,-0.016681747,0.085473118,0.102154865
GA,Union,0.318014307,0.154003952,0.183779031,0.262821557,0.029775079,0.108817605,0.164010355,0.079042526,0.134235276,0.05519275
GA,Upson,0.12439039,0.093558762,0.058108186,0.065715782,-0.035450576,-0.02784298,0.030831628,0.007607596,0.066282204,0.058674608
GA,Walker,0.298335528,0.119272471,0.151136717,0.184391298,0.031864246,0.065118827,0.179063057,0.033254581,0.147198811,0.11394423
GA,Walton,0.168958223,0.176523051,0.129324493,0.163277958,-0.047198558,-0.013245093,-0.007564828,0.033953465,0.03963373,0.005680265
GA,Ware,0.144346614,0.112787201,0.07245576,0.066451448,-0.040331441,-0.046335753,0.031559413,-0.006004312,0.071890854,0.077895166
GA,Warren,-0.015778309,0.026588224,-0.052953186,-0.090770117,-0.07954141,-0.117358341,-0.042366533,-0.037816931,0.037174877,0.074991808
GA,Washington,0.040901054,0.091276869,0.002812722,-0.0301603,-0.088464147,-0.121437169,-0.050375815,-0.032973022,0.038088332,0.071061354
GA,Wayne,0.276738718,0.123232216,0.138927837,0.172884599,0.015695621,0.049652383,0.153506502,0.033956762,0.137810881,0.103854119
GA,Webster,0.340901026,0.170339544,0.265926592,0.216226762,0.095587048,0.045887218,0.170561482,-0.04969983,0.074974434,0.124674264
GA,Wheeler,0.32996632,0.129644658,0.239097895,0.236269841,0.109453237,0.106625183,0.200321662,-0.002828054,0.090868425,0.093696479
GA,White,0.28034254,0.164405965,0.18113374,0.26185929,0.016727775,0.097453325,0.115936575,0.08072555,0.0992088,0.01848325
GA,Whitfield,0.065181175,0.090692739,0.021295724,0.071607313,-0.069397015,-0.019085426,-0.025511564,0.050311589,0.043885451,-0.006426138
GA,Wilcox,0.240843733,0.130142587,0.196212684,0.140186768,0.066070097,0.010044181,0.110701146,-0.056025916,0.044631049,0.100656965
GA,Wilkes,0.135558903,0.075862824,0.051365058,0.089269778,-0.024497766,0.013406954,0.059696079,0.03790472,0.084193845,0.046289125
GA,Wilkinson,0.124862507,0.028219752,0.033373654,0.037066635,0.005153902,0.008846883,0.096642755,0.003692981,0.091488853,0.087795872
GA,Worth,0.237778327,0.132406858,0.126504748,0.141357339,-0.00590211,0.008950481,0.105371469,0.014852591,0.111273579,0.096420988
HI,Hawaii,-0.137786801,0.001719071,-0.308815242,-0.283254719,-0.310534313,-0.28497379,-0.139505872,0.025560523,0.171028441,0.145467918
HI,Honolulu,-0.14906937,0.121701121,-0.261271581,-0.240888068,-0.382972702,-0.362589189,-0.270770491,0.020383513,0.112202211,0.091818698
HI,Kauai,-0.020960602,0.108237154,-0.204224162,-0.177148164,-0.312461316,-0.285385318,-0.129197756,0.027075998,0.18326356,0.156187562
HI,Maui,-0.115395871,0.046456705,-0.281438189,-0.232257096,-0.327894894,-0.278713801,-0.161852576,0.049181093,0.166042318,0.116861225
ID,Ada,-0.186200956,-0.045559997,-0.216748718,-0.165491591,-0.171188721,-0.119931594,-0.140640959,0.051257127,0.030547762,-0.020709365
ID,Adams,-0.074496077,-0.154611915,-0.257085087,-0.191346051,-0.102473172,-0.036734136,0.080115838,0.065739036,0.18258901,0.116849974
ID,Bannock,-0.032985795,0.008514346,-0.107608336,-0.016517909,-0.116122682,-0.025032255,-0.041500141,0.091090427,0.074622541,-0.016467886
ID,Bear Lake,0.051640664,0.048182223,0.023445113,0.161322401,-0.02473711,0.113140178,0.003458441,0.137877288,0.028195551,-0.109681737
ID,Benewah,0.093404221,-0.050176094,-0.166512492,-0.095370854,-0.116336398,-0.04519476,0.143580315,0.071141638,0.259916713,0.188775075
ID,Bingham,-0.025730368,0.045224172,-0.05088313,0.040473321,-0.096107302,-0.004750851,-0.07095454,0.091356451,0.025152762,-0.066203689
ID,Blaine,-0.259118481,-0.165267667,-0.304136501,-0.173678186,-0.138868834,-0.008410519,-0.093850814,0.130458315,0.04501802,-0.085440295
ID,Boise,0.080094612,0.017058677,-0.100827267,-0.059691814,-0.117885944,-0.076750491,0.063035935,0.041135453,0.180921879,0.139786426
ID,Bonner,0.040969595,-0.08934493,-0.149211601,-0.055721122,-0.059866671,0.033623808,0.130314525,0.093490479,0.190181196,0.096690717
ID,Bonneville,-0.127233244,0.028995083,-0.099422547,-0.011318189,-0.12841763,-0.040313272,-0.156228327,0.088104358,-0.027810697,-0.115915055
ID,Boundary,0.047245033,-0.107566318,-0.16913745,-0.084927013,-0.061571132,0.022639305,0.154811351,0.084210437,0.216382483,0.132172046
ID,Butte,0.133556075,0.058243535,0.0439522,0.098308443,-0.014291335,0.040064908,0.07531254,0.054356243,0.089603875,0.035247632
ID,Camas,0.023267475,0.037481975,-0.104948202,-0.064791876,-0.142430177,-0.102273851,-0.0142145,0.040156326,0.128215677,0.088059351
ID,Canyon,-0.047634725,0.041603978,-0.112614417,-0.093713111,-0.154218395,-0.135317089,-0.089238703,0.018901306,0.064979692,0.046078386
ID,Caribou,-0.008888226,0.02023919,-0.032298031,0.058862416,-0.052537221,0.038623226,-0.029127416,0.091160447,0.023409805,-0.067750642
ID,Cassia,-0.071861733,0.018979675,-0.037960339,0.04867599,-0.056940014,0.029696315,-0.090841408,0.086636329,-0.033901394,-0.120537723
ID,Clark,-0.087377204,0.075997804,-0.006547994,-0.133970757,-0.082545798,-0.209968561,-0.163375008,-0.127422763,-0.08082921,0.046593553
ID,Clearwater,0.040473787,-0.097769066,-0.176970406,-0.116361436,-0.07920134,-0.01859237,0.138242853,0.06060897,0.217444193,0.156835223
ID,Custer,-0.032178529,-0.081238192,-0.130957126,-0.075259846,-0.049718934,0.005978346,0.049059663,0.05569728,0.098778597,0.043081317
ID,Elmore,0.031623577,0.064807414,-0.073593789,-0.098776897,-0.138401203,-0.163584311,-0.033183837,-0.025183108,0.105217366,0.130400474
ID,Franklin,-0.086748188,0.079363426,-0.007430287,0.14350569,-0.086793713,0.064142264,-0.166111614,0.150935977,-0.079317901,-0.230253878
ID,Fremont,-0.094594559,0.035844947,-0.078147061,0.009791475,-0.113992008,-0.026053472,-0.130439506,0.087938536,-0.016447498,-0.104386034
ID,Gem,0.090874631,0.024543514,-0.076209656,-0.058637836,-0.10075317,-0.08318135,0.066331117,0.01757182,0.167084287,0.149512467
ID,Gooding,0.100196297,0.064400142,-0.019518021,0.028988533,-0.083918163,-0.035411609,0.035796155,0.048506554,0.119714318,0.071207764
ID,Idaho,0.017236726,-0.076456326,-0.147482809,-0.082255446,-0.071026483,-0.00579912,0.093693052,0.065227363,0.164719535,0.099492172
ID,Jefferson,-0.03646585,0.056632044,-0.02581432,0.068367665,-0.082446364,0.011735621,-0.093097894,0.094181985,-0.01065153,-0.104833515
ID,Jerome,-0.018034384,0.073450048,-0.05588157,-0.044321963,-0.129331618,-0.117772011,-0.091484432,0.011559607,0.037847186,0.026287579
ID,Kootenai,0.090117944,0.005551751,-0.072272024,0.008219295,-0.077823775,0.002667544,0.084566193,0.080491319,0.162389968,0.081898649
ID,Latah,-0.208843399,-0.148691912,-0.231419497,-0.206064283,-0.082727585,-0.057372371,-0.060151487,0.025355214,0.022576098,-0.002779116
ID,Lemhi,-0.047802614,-0.07002947,-0.146707698,-0.100548632,-0.076678228,-0.030519162,0.022226856,0.046159066,0.098905084,0.052746018
ID,Lewis,0.017443143,-0.063775324,-0.127478694,-0.08730774,-0.06370337,-0.023532416,0.081218467,0.040170954,0.144921837,0.104750883
ID,Lincoln,0.082577584,0.102915037,-0.021438618,0.015513833,-0.124353655,-0.087401204,-0.020337453,0.036952451,0.104016202,0.067063751
ID,Madison,-0.300943652,0.053584562,-0.066428955,0.080859085,-0.120013517,0.027274523,-0.354528214,0.14728804,-0.234514697,-0.381802737
ID,Minidoka,-0.005234165,0.073637704,-0.044898419,0.034458449,-0.118536123,-0.039179255,-0.078871869,0.079356868,0.039664254,-0.039692614
ID,Nez Perce,-0.007100337,-0.092316007,-0.166966768,-0.139728243,-0.074650761,-0.047412236,0.08521567,0.027238525,0.159866431,0.132627906
ID,Oneida,0.02899579,0.073844357,-0.001174086,0.153611189,-0.075018443,0.079766832,-0.044848567,0.154785275,0.030169876,-0.124615399
ID,Owyhee,0.053919795,0.032484456,-0.060518808,-0.046502258,-0.093003264,-0.078986714,0.021435339,0.01401655,0.114438603,0.100422053
ID,Payette,0.088565991,0.055060783,-0.068976487,-0.044379562,-0.12403727,-0.099440345,0.033505208,0.024596925,0.157542478,0.132945553
ID,Power,-0.061712883,0.019043277,-0.156523502,-0.106438813,-0.175566779,-0.12548209,-0.08075616,0.050084689,0.094810619,0.04472593
ID,Shoshone,0.252184346,-0.010712098,-0.045204203,-0.039474885,-0.034492105,-0.028762787,0.262896444,0.005729318,0.297388549,0.291659231
ID,Teton,-0.382143687,-0.161800184,-0.392124096,-0.266130356,-0.230323912,-0.104330172,-0.220343503,0.12599374,0.009980409,-0.116013331
ID,Twin Falls,0.010470804,0.05526041,-0.077298412,-0.009954358,-0.132558822,-0.065214768,-0.044789606,0.067344054,0.087769216,0.020425162
ID,Valley,-0.171069739,-0.142965059,-0.287414333,-0.241037998,-0.144449274,-0.098072939,-0.02810468,0.046376335,0.116344594,0.069968259
ID,Washington,0.091239725,0.042609969,-0.043846752,-0.004062281,-0.086456721,-0.04667225,0.048629756,0.039784471,0.135086477,0.095302006
IL,Adams,0.302523038,0.157439944,0.053896543,0.181301144,-0.103543401,0.0238612,0.145083094,0.127404601,0.248626495,0.121221894
IL,Alexander,0.273419068,0.143431819,0.064960156,0.054665989,-0.078471663,-0.08876583,0.129987249,-0.010294167,0.208458912,0.218753079
IL,Bond,0.268699945,0.008188997,-0.092677362,0.040735576,-0.100866359,0.032546579,0.260510948,0.133412938,0.361377307,0.227964369
IL,Boone,0.00569585,0.008040228,-0.179575459,-0.080827168,-0.187615687,-0.088867396,-0.002344378,0.098748291,0.185271309,0.086523018
IL,Brown,0.384930169,0.133363389,0.047280326,0.137181787,-0.086083063,0.003818398,0.25156678,0.089901461,0.337649843,0.247748382
IL,Bureau,0.150356899,0.05806531,-0.103039091,-0.044085695,-0.161104401,-0.102151005,0.092291589,0.058953396,0.25339599,0.194442594
IL,Calhoun,0.413082448,0.012652443,-0.043712634,0.170881453,-0.056365077,0.15822901,0.400430005,0.214594087,0.456795082,0.242200995
IL,Carroll,0.166291395,0.021957717,-0.148683577,-0.115492177,-0.170641294,-0.137449894,0.144333678,0.0331914,0.314974972,0.281783572
IL,Cass,0.280936123,0.087375173,-0.043842647,0.104168421,-0.13121782,0.016793248,0.19356095,0.148011068,0.32477877,0.176767702
IL,Champaign,-0.171300092,-0.008037481,-0.163299937,-0.05872059,-0.155262456,-0.050683109,-0.163262611,0.104579347,-0.008000155,-0.112579502
IL,Christian,0.373803326,0.142085443,0.013216043,0.180701815,-0.1288694,0.038616372,0.231717883,0.167485772,0.360587283,0.193101511
IL,Clark,0.277221968,0.080229619,-0.114676621,0.12965474,-0.19490624,0.049425121,0.196992349,0.244331361,0.391898589,0.147567228
IL,Clay,0.373029025,0.096169693,-0.024480766,0.184047103,-0.120650459,0.08787741,0.276859332,0.208527869,0.397509791,0.188981922
IL,Clinton,0.346582731,0.060259141,-0.04130925,0.160078779,-0.101568391,0.099819638,0.28632359,0.201388029,0.387891981,0.186503952
IL,Coles,0.181258209,0.072222937,-0.111163083,0.031736821,-0.18338602,-0.040486116,0.109035272,0.142899904,0.292421292,0.149521388
IL,Cook,-0.136952132,-0.011192549,-0.134136156,-0.093826912,-0.122943607,-0.082634363,-0.125759583,0.040309244,-0.002815976,-0.04312522
IL,Crawford,0.297889847,0.116521116,-0.06303363,0.123702705,-0.179554746,0.007181589,0.181368731,0.186736335,0.360923477,0.174187142
IL,Cumberland,0.350425633,0.081983811,-0.012983503,0.13288615,-0.094967314,0.050902339,0.268441822,0.145869653,0.363409136,0.217539483
IL,DeKalb,-0.101978728,-0.025504824,-0.238187132,-0.125756933,-0.212682308,-0.100252109,-0.076473904,0.112430199,0.136208404,0.023778205
IL,De Witt,0.26413688,0.111525419,-0.022406352,0.11357625,-0.133931771,0.002050831,0.152611461,0.135982602,0.286543232,0.15056063
IL,Douglas,0.27259546,0.157342173,0.026326918,0.181399941,-0.131015255,0.024057768,0.115253287,0.155073023,0.246268542,0.091195519
IL,DuPage,-0.278156485,-0.036650827,-0.240908418,-0.144079014,-0.204257591,-0.107428187,-0.241505658,0.096829404,-0.037248067,-0.134077471
IL,Edgar,0.292838544,0.060422776,-0.11708272,0.131874281,-0.177505496,0.071451505,0.232415768,0.248957001,0.409921264,0.160964263
IL,Edwards,0.321801045,0.062019361,-0.080915666,0.132934599,-0.142935027,0.070915238,0.259781684,0.213850265,0.402716711,0.188866446
IL,Effingham,0.210561082,0.065063303,-0.028654183,0.131396697,-0.093717486,0.066333394,0.145497779,0.16005088,0.239215265,0.079164385
IL,Fayette,0.438627366,0.101090068,0.017549105,0.204619612,-0.083540963,0.103529544,0.337537298,0.187070507,0.421078261,0.234007754
IL,Ford,0.1869844,0.108764449,-0.002368306,0.136027226,-0.111132755,0.027262777,0.078219951,0.138395532,0.189352706,0.050957174
IL,Franklin,0.537404814,0.170290836,0.117169002,0.257251397,-0.053121834,0.086960561,0.367113978,0.140082395,0.420235812,0.280153417
IL,Fulton,0.272450663,0.049035741,-0.090138856,0.012673083,-0.139174597,-0.036362658,0.223414922,0.102811939,0.362589519,0.25977758
IL,Gallatin,0.555358529,0.09492686,-0.050501449,0.260608883,-0.145428309,0.165682023,0.460431669,0.311110332,0.605859978,0.294749646
IL,Greene,0.415607182,0.070805593,-0.036065458,0.143199291,-0.106871051,0.072393698,0.344801589,0.179264749,0.45167264,0.272407891
IL,Grundy,0.159977812,0.065978578,-0.088895898,0.017123634,-0.154874476,-0.048854944,0.093999234,0.106019532,0.24887371,0.142854178
IL,Hamilton,0.451480059,0.060293925,0.005056249,0.203532019,-0.055237676,0.143238094,0.391186134,0.19847577,0.44642381,0.24794804
IL,Hancock,0.379853276,0.097500282,0.017120402,0.087317278,-0.08037988,-0.010183004,0.282352994,0.070196876,0.362732874,0.292535998
IL,Hardin,0.505004524,0.168159034,0.12521721,0.271325524,-0.042941824,0.10316649,0.33684549,0.146108314,0.379787314,0.233679
IL,Henderson,0.367542639,-0.015915171,-0.093427134,-0.039187355,-0.077511963,-0.023272184,0.38345781,0.054239779,0.460969773,0.406729994
IL,Henry,0.251196208,0.096562913,-0.033712741,0.012877609,-0.130275654,-0.083685304,0.154633295,0.04659035,0.284908949,0.238318599
IL,Iroquois,0.235226121,0.120181796,-0.021399058,0.126989507,-0.141580854,0.006807711,0.115044325,0.148388565,0.256625179,0.108236614
IL,Jackson,0.052319877,-0.035969137,-0.133352964,-0.059434246,-0.097383827,-0.023465109,0.088289014,0.073918718,0.185672841,0.111754123
IL,Jasper,0.334332835,0.067876986,-0.084109923,0.152347095,-0.151986909,0.084470109,0.266455849,0.236457018,0.418442758,0.18198574
IL,Jefferson,0.318492528,0.094207143,-0.001834725,0.118884038,-0.096041868,0.024676895,0.224285385,0.120718763,0.320327253,0.19960849
IL,Jersey,0.42465032,0.046122252,-0.009426239,0.201631319,-0.055548491,0.155509067,0.378528068,0.211057558,0.434076559,0.223019001
IL,Jo Daviess,0.076716699,0.004842266,-0.174593213,-0.081294107,-0.179435479,-0.086136373,0.071874433,0.093299106,0.251309912,0.158010806
IL,Johnson,0.322879433,0.119301306,0.092796371,0.168467219,-0.026504935,0.049165913,0.203578127,0.075670848,0.230083062,0.154412214
IL,Kane,-0.224310842,-0.011925871,-0.237211408,-0.130289793,-0.225285537,-0.118363922,-0.212384971,0.106921615,0.012900566,-0.094021049
IL,Kankakee,0.108550453,0.083534256,-0.067923128,0.012235373,-0.151457384,-0.071298883,0.025016197,0.080158501,0.176473581,0.09631508
IL,Kendall,-0.228872466,-0.001932181,-0.302411106,-0.196990383,-0.300478925,-0.195058202,-0.226940285,0.105420723,0.07353864,-0.031882083
IL,Knox,0.144186319,0.022020332,-0.084148989,-0.058899496,-0.106169321,-0.080919828,0.122165987,0.025249493,0.228335308,0.203085815
IL,Lake,-0.226543415,-0.007309601,-0.220729659,-0.107943482,-0.213420058,-0.100633881,-0.219233814,0.112786177,-0.005813756,-0.118599933
IL,LaSalle,0.18884718,0.081420517,-0.06582049,0.049061054,-0.147241007,-0.032359463,0.107426663,0.114881544,0.25466767,0.139786126
IL,Lawrence,0.412832733,0.126954748,-0.058150373,0.190870859,-0.185105121,0.063916111,0.285877985,0.249021232,0.470983106,0.221961874
IL,Lee,0.065182916,0.048172637,-0.103714093,-0.060597589,-0.15188673,-0.108770226,0.017010279,0.043116504,0.168897009,0.125780505
IL,Livingston,0.187314084,0.074283147,-0.02562701,0.096960064,-0.099910157,0.022676917,0.113030937,0.122587074,0.212941094,0.09035402
IL,Logan,0.12151952,0.088293321,-0.102062347,0.049720553,-0.190355668,-0.038572768,0.033226199,0.1517829,0.223581867,0.071798967
IL,McDonough,0.085520391,0.006382187,-0.085407731,-0.015134884,-0.091789918,-0.021517071,0.079138204,0.070272847,0.170928122,0.100655275
IL,McHenry,-0.125412933,0.002181536,-0.255110622,-0.113497093,-0.257292158,-0.115678629,-0.127594469,0.141613529,0.129697689,-0.01191584
IL,McLean,-0.135931016,0.010189043,-0.161142027,-0.039079701,-0.17133107,-0.049268744,-0.146120059,0.122062326,0.025211011,-0.096851315
IL,Macon,0.186068273,0.101043763,-0.001796606,0.060446298,-0.102840369,-0.040597465,0.08502451,0.062242904,0.187864879,0.125621975
IL,Macoupin,0.400557819,0.068844778,-0.039098812,0.129727142,-0.10794359,0.060882364,0.331713041,0.168825954,0.439656631,0.270830677
IL,Madison,0.245199391,0.059846576,0.000346749,0.106076208,-0.059499827,0.046229632,0.185352815,0.105729459,0.244852642,0.139123183
IL,Marion,0.428356421,0.08948033,0.009604014,0.181443779,-0.079876316,0.091963449,0.338876091,0.171839765,0.418752407,0.246912642
IL,Marshall,0.236214012,0.043605615,-0.087236342,0.045392905,-0.130841957,0.00178729,0.192608397,0.132629247,0.323450354,0.190821107
IL,Mason,0.282801258,0.063999533,-0.091240336,0.031117589,-0.155239869,-0.032881944,0.218801725,0.122357925,0.374041594,0.251683669
IL,Massac,0.37870873,0.125534159,0.120223718,0.223280706,-0.005310441,0.097746547,0.253174571,0.103056988,0.258485012,0.155428024
IL,Menard,0.096746896,0.071669129,-0.124339582,0.026656302,-0.196008711,-0.045012827,0.025077767,0.150995884,0.221086478,0.070090594
IL,Mercer,0.289233864,0.073674166,-0.033525466,0.011657964,-0.107199632,-0.062016202,0.215559698,0.04518343,0.32275933,0.2775759
IL,Monroe,0.233529648,0.030704543,-0.026390091,0.135060648,-0.057094634,0.104356105,0.202825105,0.161450739,0.259919739,0.098469
IL,Montgomery,0.419111147,0.091575096,-0.002358634,0.16573233,-0.09393373,0.074157234,0.327536051,0.168090964,0.421469781,0.253378817
IL,Morgan,0.145325044,0.095887661,-0.142544304,0.003039711,-0.238431965,-0.09284795,0.049437383,0.145584015,0.287869348,0.142285333
IL,Moultrie,0.380939013,0.161232649,0.035873013,0.178359355,-0.125359636,0.017126706,0.219706364,0.142486342,0.345066,0.202579658
IL,Ogle,0.034674291,0.019090455,-0.149717701,-0.058569876,-0.168808156,-0.077660331,0.015583836,0.091147825,0.184391992,0.093244167
IL,Peoria,-0.002196545,0.027873765,-0.109915113,-0.015088158,-0.137788878,-0.042961923,-0.03007031,0.094826955,0.107718568,0.012891613
IL,Perry,0.451889058,0.084596154,0.044554262,0.18280744,-0.040041892,0.098211286,0.367292904,0.138253178,0.407334796,0.269081618
IL,Piatt,0.196932443,0.129267222,-0.009091966,0.131913109,-0.138359188,0.002645887,0.067665221,0.141005075,0.206024409,0.065019334
IL,Pike,0.390596588,0.087661461,0.002259076,0.168480823,-0.085402385,0.080819362,0.302935127,0.166221747,0.388337512,0.222115765
IL,Pope,0.428481665,0.05908793,0.043389962,0.208110468,-0.015697968,0.149022538,0.369393735,0.164720506,0.385091703,0.220371197
IL,Pulaski,0.289872417,0.141146831,0.015416251,0.087452777,-0.12573058,-0.053694054,0.148725586,0.072036526,0.274456166,0.20241964
IL,Putnam,0.268496984,0.045039474,-0.087223777,0.051022334,-0.132263251,0.00598286,0.22345751,0.138246111,0.355720761,0.21747465
IL,Randolph,0.440550066,0.063948049,-0.013901245,0.152553687,-0.077849294,0.088605638,0.376602017,0.166454932,0.454451311,0.287996379
IL,Richland,0.240922469,0.038812815,-0.149746164,0.028944312,-0.188558979,-0.009868503,0.202109654,0.178690476,0.390668633,0.211978157
IL,Rock Island,0.113247023,0.050051738,-0.050215662,-0.022694248,-0.1002674,-0.072745986,0.063195285,0.027521414,0.163462685,0.135941271
IL,St. Clair,0.078870058,0.028239016,-0.088195894,-0.007554009,-0.11643491,-0.035793025,0.050631042,0.080641885,0.167065952,0.086424067
IL,Saline,0.457620635,0.156329517,0.045470969,0.246212047,-0.110858548,0.08988253,0.301291118,0.200741078,0.412149666,0.211408588
